Kmax,Ku,n,halfmax,Vhalf,slope
100200,0.5448,0.9254,318500000,-85.98,0.0003146
136300,0.6864,0.9722,721300000,-84.96,0.000189
96470,0.1422,0.9432,356200000,-168,0.0002708
148600,0.05351,0.9824,864300000,-94.4,0.0001719
58.09,0.1494,1.071,702900,-171.4,8.264e-05
74.4,0.1513,1.051,767400,-173.7,9.695e-05
66510,0.2749,0.9335,225400000,-90.44,0.0002951
244100,0.9974,0.8783,488100000,-82.86,0.0005001
1444,0.9834,1.027,13040000,-82.48,0.0001107
10110,0.1363,0.9835,54380000,-187.7,0.0001859
48040,0.1484,0.9602,220300000,-139.4,0.0002181
55700,0.9937,1.024,477600000,-81.33,0.0001166
303900,0.1166,0.912,839500000,-174.7,0.000362
137300,0.2211,0.9765,743800000,-91.59,0.0001846
49090,0.1963,0.9272,159300000,-95.32,0.0003082
98240,0.1129,0.95,398300000,-90.77,0.0002466
238400,0.1685,0.8916,549900000,-177.9,0.0004335
74.75,0.999,0.9922,439900,-156.8,0.0001699
70060,0.9994,0.9603,313100000,-81.4,0.0002238
72480,0.9997,0.9825,4.38e+08,-83.91,0.0001655
38390,0.1435,0.9499,147100000,-142,0.000261
70080,0.3761,0.9631,336900000,-87.52,0.000208
105.2,0.9987,0.9838,585800,-83.44,0.0001796
43.69,0.1945,1.117,846000,-94.74,5.164e-05
166100,0.1476,0.9631,7.79e+08,-144.3,0.0002132
264500,0.1632,0.8981,618400000,-168.7,0.0004277
179700,0.2777,0.9576,812300000,-90.69,0.0002212
266700,0.9989,0.8903,589400000,-84.09,0.0004525
201400,0.1945,0.9304,671700000,-94.37,0.0002998
325300,0.2019,0.9181,925900000,-94.52,0.0003513
151000,0.9844,0.9381,553900000,-82.26,0.0002726
203700,0.9999,0.9047,520300000,-82.06,0.0003915
83060,0.2806,0.9185,255800000,-90.75,0.0003247
293100,0.08611,0.8917,659800000,-152.3,0.0004442
46550,0.1996,0.9795,263700000,-90.85,0.0001765
52.96,0.1479,1.061,570300,-169.5,9.286e-05
209200,0.1731,0.9063,577300000,-162.2,0.0003624
174100,0.7982,0.9346,598200000,-83.59,0.000291
434700,0.1674,0.8863,8.95e+08,-105.9,0.0004857
249400,0.08495,0.9195,755600000,-140.2,0.0003301
468100,0.2269,0.8783,942200000,-96.02,0.0004968
86.69,0.1345,1.04,812300,-169.3,0.0001067
177900,0.1648,0.9407,650600000,-104,0.0002734
345800,0.2297,0.9004,878700000,-87.75,0.0003935
93240,0.1886,0.9154,282100000,-99.33,0.0003305
113100,0.07168,0.9925,6.95e+08,-101.8,0.0001627
89120,0.9976,0.9487,358600000,-82.43,0.0002485
4198,0.2989,0.9684,20940000,-87.46,0.0002005
46630,0.5409,1.042,506600000,-85.02,9.205e-05
129.2,0.148,0.9392,434600,-141.8,0.0002973
77710,0.1494,0.9445,306500000,-160.5,0.0002535
129100,0.2916,0.9374,4.9e+08,-90.55,0.0002635
205800,0.1152,0.9497,827600000,-95.11,0.0002487
243800,0.15,0.9311,841400000,-175.1,0.0002898
103700,0.9932,0.875,210700000,-83.38,0.0004922
396000,0.1484,0.866,7.08e+08,-94.41,0.0005593
220500,0.2064,0.9397,846500000,-94.69,0.0002605
108900,0.1353,0.9283,349300000,-156.9,0.0003118
371500,0.3955,0.907,999900000,-87.97,0.0003715
19060,0.326,0.9747,103700000,-88.51,0.0001838
139400,0.1408,0.9553,584300000,-139.5,0.0002386
34780,0.9824,0.9235,114800000,-83.5,0.000303
59830,0.2056,0.9578,274700000,-95.52,0.0002178
50860,0.3665,0.9886,316300000,-87.29,0.0001608
118100,0.1545,0.9104,328800000,-130.8,0.0003592
