Kmax,Ku,n,halfmax,Vhalf,slope
1400000,9.094e-05,0.6918,6590000,-79.77,0.2124
288200,8.917e-05,0.6168,1069000,-80.95,0.2696
2073000,7.912e-05,0.5941,6642000,-81.31,0.3121
774500,8.079e-05,0.6603,3275000,-75.03,0.2365
3345000,7.34e-05,0.699,16430000,-76.97,0.2036
590100,8.847e-05,0.5,1442000,-85.13,0.4092
1069000,8.251e-05,0.6482,4282000,-79.7,0.2496
556900,7.082e-05,0.5775,1855000,-78.4,0.3002
857700,8.497e-05,0.6845,4232000,-71.38,0.2027
359500,6.294e-05,0.5664,1188000,-123.5,0.3026
804300,7.459e-05,0.6424,3255000,-82.34,0.2471
4896000,7.355e-05,0.5654,16350000,-79.94,0.2994
912400,6.313e-05,0.6264,3170000,-86.5,0.2878
406400,7.152e-05,0.6994,1642000,-87.39,0.2475
3029000,6.192e-05,0.5691,8874000,-88.42,0.3413
4818000,9.503e-05,0.7077,23030000,-79.95,0.2092
646600,6.873e-05,0.6916,2694000,-79.98,0.24
584700,8.428e-05,0.7469,3312000,-75.32,0.1765
614400,6.092e-05,0.5639,1630000,-119.8,0.3769
868800,7.526e-05,0.61,2902000,-80.86,0.2994
1801000,7.735e-05,0.6304,6179000,-83.4,0.2915
1816000,7.906e-05,0.7228,8873000,-77.55,0.2047
1716000,7.378e-05,0.6254,6287000,-82.99,0.2729
439200,5.47e-05,0.7348,2190000,-91.46,0.2005
255600,7.179e-05,0.7383,1207000,-83.02,0.2118
236700,7.893e-05,0.6421,1074000,-76.14,0.2204
685400,8.503e-05,0.683,2788000,-76.61,0.2458
2323000,5.497e-05,0.5618,6908000,-99.77,0.3363
2407000,7.254e-05,0.6149,7924000,-82.3,0.3038
682000,6.299e-05,0.7009,2776000,-86.08,0.2457
502300,6.977e-05,0.6755,2142000,-83.09,0.2345
871900,7.388e-05,0.7504,4338000,-83.35,0.201
669400,7.777e-05,0.6309,2497000,-82.3,0.2681
1540000,8.071e-05,0.6203,5619000,-78.73,0.2741
1180000,6.845e-05,0.5924,3612000,-90.58,0.3267
1370000,7.752e-05,0.6914,5736000,-82.53,0.2388
2099000,7.224e-05,0.6594,8263000,-77.95,0.254
226900,7.663e-05,0.5594,842900,-76.52,0.2692
1076000,6.465e-05,0.7329,4748000,-82.2,0.2266
1074000,7.636e-05,0.6369,3766000,-83.77,0.2852
1363000,9.182e-05,0.6672,6378000,-79.95,0.2137
461000,7.13e-05,0.7104,2005000,-93.9,0.2299
435700,8.914e-05,0.618,1623000,-78.73,0.2685
